============================================================
<class 'transformers.tokenization_dna.DNATokenizer'>
finish loading examples
number of processes for converting feature: 8
1 processor started !
2 processor started !
3 processor started !
4 processor started !
5 processor started !
6 processor started !
7 processor started !
8 processor started !
finish loading examples
number of processes for converting feature: 2
1 processor started !
2 processor started !
{"eval_acc": 0.504, "eval_f1": 0.503037881338271, "eval_mcc": 0.008213348053582646, "eval_auc": 0.5198820795283181, "eval_precision": 0.5041233995362435, "eval_recall": 0.5040900163600655, "learning_rate": 3.0395136778115506e-06, "loss": 0.6928141951560974, "step": 10}
{"eval_acc": 0.978, "eval_f1": 0.9779956871546822, "eval_mcc": 0.9562731868816094, "eval_auc": 0.9842139368557474, "eval_precision": 0.9782973289944001, "eval_recall": 0.9779759119036475, "learning_rate": 0.00015539058545638602, "loss": 0.08633009744808078, "step": 1980}
{"eval_acc": 0.978, "eval_f1": 0.9779928696897794, "eval_mcc": 0.9564869211760796, "eval_auc": 0.986373945495782, "eval_precision": 0.9785191681583911, "eval_recall": 0.9779679118716474, "learning_rate": 0.00015505314661717564, "loss": 0.09320418480783701, "step": 1990}
{"eval_acc": 0.979, "eval_f1": 0.9789939292455521, "eval_mcc": 0.9584287570889115, "eval_auc": 0.984563938255753, "eval_precision": 0.9794589659811648, "eval_recall": 0.9789699158796634, "learning_rate": 0.00015471570777796524, "loss": 0.13658405961468817, "step": 2000}
{"eval_acc": 0.976, "eval_f1": 0.9759883783751336, "eval_mcc": 0.952758607843942, "eval_auc": 0.9868099472397889, "eval_precision": 0.9767990735657701, "eval_recall": 0.9759599038396154, "learning_rate": 0.00015437826893875486, "loss": 0.11651734830811619, "step": 2010}
{"eval_acc": 0.975, "eval_f1": 0.9749867680002722, "eval_mcc": 0.950834753780596, "eval_auc": 0.9905459621838487, "eval_precision": 0.9758772984497988, "eval_recall": 0.9749578998315993, "learning_rate": 0.00015404083009954448, "loss": 0.18045352641493081, "step": 2020}
{"eval_acc": 0.977, "eval_f1": 0.9769898525249635, "eval_mcc": 0.9546859623597636, "eval_auc": 0.9882559530238121, "eval_precision": 0.9777243589743589, "eval_recall": 0.9769619078476314, "learning_rate": 0.00015370339126033407, "loss": 0.061954953521490094, "step": 2030}
{"eval_acc": 0.982, "eval_f1": 0.9819941661098195, "eval_mcc": 0.9644915651982575, "eval_auc": 0.97751191004764, "eval_precision": 0.9825237975099215, "eval_recall": 0.9819679278717115, "learning_rate": 0.0001533659524211237, "loss": 0.13093906957656146, "step": 2040}
{"eval_acc": 0.98, "eval_f1": 0.9799935178997995, "eval_mcc": 0.9604892431871686, "eval_auc": 0.976695906783627, "eval_precision": 0.9805214828341563, "eval_recall": 0.9799679198716795, "learning_rate": 0.00015302851358191328, "loss": 0.09296506363898516, "step": 2050}
{"eval_acc": 0.979, "eval_f1": 0.9789907349140972, "eval_mcc": 0.9586891742113225, "eval_auc": 0.9754779019116077, "eval_precision": 0.9797275641025641, "eval_recall": 0.9789619158476633, "learning_rate": 0.0001526910747427029, "loss": 0.11071277149021626, "step": 2060}
{"eval_acc": 0.979, "eval_f1": 0.9789907349140972, "eval_mcc": 0.9586891742113225, "eval_auc": 0.9764679058716235, "eval_precision": 0.9797275641025641, "eval_recall": 0.9789619158476633, "learning_rate": 0.0001523536359034925, "loss": 0.05132602639496327, "step": 2070}
{"eval_acc": 0.979, "eval_f1": 0.9789907349140972, "eval_mcc": 0.9586891742113225, "eval_auc": 0.98624994499978, "eval_precision": 0.9797275641025641, "eval_recall": 0.9789619158476633, "learning_rate": 0.0001520161970642821, "loss": 0.07003131061792374, "step": 2080}
{"eval_acc": 0.98, "eval_f1": 0.9799919967987194, "eval_mcc": 0.9606197378632827, "eval_auc": 0.9904959619838478, "eval_precision": 0.9806560673612696, "eval_recall": 0.9799639198556793, "learning_rate": 0.0001516787582250717, "loss": 0.11762191262096167, "step": 2090}
{"eval_acc": 0.982, "eval_f1": 0.9819941661098195, "eval_mcc": 0.9644915651982575, "eval_auc": 0.9898599594398378, "eval_precision": 0.9825237975099215, "eval_recall": 0.9819679278717115, "learning_rate": 0.0001513413193858613, "loss": 0.097240767814219, "step": 2100}
{"eval_acc": 0.98, "eval_f1": 0.9799948786889444, "eval_mcc": 0.9603741855509255, "eval_auc": 0.9845179380717523, "eval_precision": 0.9804023621259133, "eval_recall": 0.9799719198876795, "learning_rate": 0.00015100388054665093, "loss": 0.16069350400939583, "step": 2110}
{"eval_acc": 0.981, "eval_f1": 0.9809957240379085, "eval_mcc": 0.9623232285655853, "eval_auc": 0.9828499313997254, "eval_precision": 0.9813493779122833, "eval_recall": 0.9809739238956956, "learning_rate": 0.00015066644170744052, "loss": 0.10958479344844818, "step": 2120}
{"eval_acc": 0.981, "eval_f1": 0.9809957240379085, "eval_mcc": 0.9623232285655853, "eval_auc": 0.9877379509518037, "eval_precision": 0.9813493779122833, "eval_recall": 0.9809739238956956, "learning_rate": 0.00015032900286823014, "loss": 0.09829454515129328, "step": 2130}
